Time,Frequency,Bus ID,Voltage,Phase Angle
0.0,60.00243540119363,Bus 1,0.9992596299219365,0.03458014136461789
0.033444816053511704,60.00571963189634,Bus 1,1.0001986884494767,-0.0878649623984899
0.06688963210702341,60.01614379734812,Bus 1,1.000409209135152,0.12305647178968837
0.1003344481605351,60.018711963719404,Bus 1,0.999665911912063,0.045907673178644255
0.13377926421404682,60.02584181306987,Bus 1,0.9979112542826296,0.08027661427210717
0.16722408026755853,60.0293499004982,Bus 1,1.001360282810509,-0.032318533004930754
0.2006688963210702,60.03493858095214,Bus 1,1.0002338303623788,-0.24709223911456904
0.23411371237458192,60.03628015438139,Bus 1,0.9984465175973443,0.0014921558948523196
0.26755852842809363,60.04335414189316,Bus 1,0.9991895273107833,0.020391225200115465
0.3010033444816053,60.04340171156964,Bus 1,1.0002810514572902,-0.11354947975133992
0.33444816053511706,60.03813658975387,Bus 1,0.9988023670074228,0.02998074026915288
0.36789297658862874,60.03912330602586,Bus 1,1.0005283932338067,0.06136731777168402
0.4013377926421404,60.037398086715385,Bus 1,1.0022127995202474,-0.30062242248527693
0.43478260869565216,60.03254270674241,Bus 1,1.0005714174350453,0.16236014996197315
0.46822742474916385,60.02797632146666,Bus 1,1.000509888361305,-0.10059923814382293
0.5016722408026756,60.02158530961027,Bus 1,0.9992684588491656,0.02297056408255506
0.5351170568561873,60.01657889435983,Bus 1,1.0001313112573376,0.10803438501050788
0.568561872909699,60.00928460067504,Bus 1,0.9987573229714924,-0.13075369987043997
0.6020066889632106,60.00442395453402,Bus 1,1.0013807167407174,0.05295945278132618
0.6354515050167224,59.993684437503475,Bus 1,0.9998146013027719,0.073732093323494
0.6688963210702341,59.99077896485047,Bus 1,1.0002182614040367,0.2281827201559239
0.7023411371237458,59.98457418142201,Bus 1,1.0007934864633863,0.007105549913679932
0.7357859531772575,59.97822498283745,Bus 1,1.0009456042639027,0.08493126971516134
0.7692307692307692,59.9764235421889,Bus 1,1.0000266528932744,-0.038719656824168114
0.8026755852842808,59.97101546626947,Bus 1,1.000272355788268,0.06635221317833138
0.8361204013377926,59.967090838608996,Bus 1,0.9988836856491534,0.036207508283821035
0.8695652173913043,59.96156058589973,Bus 1,1.0006962323102935,-0.2309281659927153
0.903010033444816,59.96394195699206,Bus 1,0.9998906563935159,-0.05816696296212573
0.9364548494983277,59.963351109519124,Bus 1,1.000312167657872,-0.02266653560713703
0.9698996655518394,59.96242719109368,Bus 1,1.0001487056210978,0.07035509202759668
1.0033444816053512,59.96666151133789,Bus 1,1.00101716868374,-0.08703199284650714
1.0367892976588629,59.96833695308866,Bus 1,0.9999648995117423,0.0014764625016195478
1.0702341137123745,59.96995178760177,Bus 1,0.9989738934867147,-0.04603921570862184
1.1036789297658862,59.971792134041124,Bus 1,0.9998233904666934,-0.06843384074880567
1.137123745819398,59.97717420054777,Bus 1,1.0000361184451636,0.16220914841633977
1.1705685618729096,59.98377774516277,Bus 1,0.9992803247368597,-0.12687842816418643
1.2040133779264213,59.99334852734828,Bus 1,1.0007510934946269,-0.011565145297770465
1.237458193979933,59.99702081497892,Bus 1,1.0014014400017444,-0.164233556154848
1.2709030100334449,60.0051209279392,Bus 1,0.9991524336242076,-0.18830599218763738
1.3043478260869565,60.01089401951483,Bus 1,0.9997322815545298,0.11172402397835422
1.3377926421404682,60.01573765925613,Bus 1,0.9998174705970302,-0.050582260945121804
1.37123745819398,60.0177477064729,Bus 1,1.000962593406857,0.10168585583526027
1.4046822742474916,60.0253989910741,Bus 1,0.998556717270469,-0.018847998228166577
1.4381270903010033,60.03181446501367,Bus 1,0.9995432633197899,-0.2817154547448322
1.471571906354515,60.0343090025173,Bus 1,0.9991964932686682,-0.042500669650463535
1.5050167224080266,60.03643367721745,Bus 1,1.000380779679521,0.06970812472486526
1.5384615384615383,60.03953474059257,Bus 1,0.9998777262784705,0.04331331184526442
1.57190635451505,60.03803425897359,Bus 1,1.0001429529149415,-0.08026678044736303
1.6053511705685617,60.038440039284374,Bus 1,0.9990993935618367,-0.0877456637558205
1.6387959866220736,60.03521827023899,Bus 1,0.9985759866397238,0.08571322721625059
1.6722408026755853,60.03146374983809,Bus 1,0.9988950112015138,0.13678651746410936
1.705685618729097,60.02729331507019,Bus 1,1.0014515432748605,0.14987054240944883
1.7391304347826086,60.02285732708372,Bus 1,1.0002398192742123,-0.03651396850785887
1.7725752508361203,60.01642991677679,Bus 1,1.0016848956779203,-0.039932549157568775
1.806020066889632,60.01450468308333,Bus 1,0.9973781563717896,0.1051847499180611
1.8394648829431437,60.009232928596965,Bus 1,1.000537871372369,-0.08377288192389903
1.8729096989966554,60.002461904534556,Bus 1,1.0005063655616844,0.21980129630843456
1.906354515050167,59.99308192349746,Bus 1,0.9988869919096086,0.10568419363425635
1.9397993311036787,59.98637916700324,Bus 1,0.9991650681946648,0.1823592793692325
1.9732441471571907,59.983845598030285,Bus 1,1.001267659454693,0.07059684025426731
2.0066889632107023,59.97475034308968,Bus 1,0.9992422722588237,-0.03982703792944431
2.040133779264214,59.97415583427968,Bus 1,0.9998905080191819,0.0325035782184991
2.0735785953177257,59.96612117590558,Bus 1,0.9993959724605015,0.09484401704084759
2.1070234113712374,59.96726721270644,Bus 1,0.9991351798897914,0.033083123531065475
2.140468227424749,59.96515966326945,Bus 1,1.0006354243143414,0.0074610809648141515
2.1739130434782608,59.96138595870799,Bus 1,1.0020793385251876,-0.04554333760229626
2.2073578595317724,59.96296915811653,Bus 1,0.9996494379443337,-0.020422063060652116
